year,date,不丹,东帝汶,乌克兰,乌兹别克斯坦,乌干达,乌拉圭,乍得,也门,亚美尼亚,以色列,伊拉克,伊朗,伯利兹,俄罗斯,保加利亚,克罗地亚,冰岛,刚果（布）,刚果（金）,利比亚,加拿大,加蓬,匈牙利,南非,博茨瓦纳,卡塔尔,卢旺达,卢森堡,印度,印度尼西亚,危地马拉,厄瓜多尔,厄立特里亚,叙利亚,古巴,吉尔吉斯斯坦,吉布提,哈萨克斯坦,哥斯达黎加,喀麦隆,土耳其,圣卢西亚,圣基茨和尼维斯,圣文森特和格林纳丁斯,圣马力诺,圭亚那,坦桑尼亚,埃及,埃塞俄比亚,塔吉克斯坦,塞尔维亚,塞浦路斯,塞舌尔,墨西哥,多米尼克,奥地利,委内瑞拉,安哥拉,安提瓜和巴布达,安道尔,密克罗尼西亚,尼加拉瓜,尼泊尔,巴勒斯坦,巴哈马,巴基斯坦,巴巴多斯,巴布亚新几内亚,巴拉圭,巴拿马,巴林,巴西,布隆迪,希腊,德国,意大利,所罗门群岛,拉脱维亚,挪威,捷克,摩尔多瓦,摩洛哥,摩纳哥,文莱,斯威士兰,斯洛伐克,斯洛文尼亚,斯里兰卡,新加坡,新西兰,智利,柬埔寨,格林纳达,格鲁吉亚,梵蒂冈,比利时,毛里求斯,沙特阿拉伯,法国,波兰,泰国,津巴布韦,洪都拉斯,海地,澳大利亚,爱尔兰,爱沙尼亚,牙买加,特立尼达和多巴哥,玻利维亚,瑞典,瑞士,瓦努阿图,白俄罗斯,科威特,科摩罗,秘鲁,突尼斯,立陶宛,索马里,约旦,纳米比亚,缅甸,罗马尼亚,美国,老挝,肯尼亚,芬兰,苏丹,苏里南,英国,荷兰,莫桑比克,莱索托,菲律宾,萨尔瓦多,萨摩亚,葡萄牙,蒙古,西班牙,赞比亚,赤道几内亚,越南,阿塞拜疆,阿富汗,阿尔及利亚,阿尔巴尼亚,阿曼,阿根廷,阿联酋,韩国,马尔代夫,马拉维,马来西亚,马绍尔群岛,马耳他,马达加斯加,黎巴嫩
2020,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
2020,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0
2020,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,6,0,0,8,0,0,0,0
2020,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,6,0,19,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,11,0,0,8,0,0,0,0
2020,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,6,0,19,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,5,12,0,0,8,0,0,0,0
2020,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,6,0,19,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,7,0,0,0,0,0,0,5,15,0,0,8,0,0,0,0
2020,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,6,0,19,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0,0,0,5,15,0,0,8,0,0,0,0
2020,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,0,0,1,0,0,6,0,25,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,10,0,0,0,0,0,0,5,16,0,0,10,0,0,0,0
2020,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,1,0,0,6,0,25,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,2,0,0,0,3,0,0,0,0,2,0,0,10,0,0,0,0,0,0,5,19,0,0,12,0,0,0,0
2020,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,1,0,0,0,1,0,0,6,0,25,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,3,0,0,0,3,0,0,0,0,2,0,0,12,0,0,0,0,0,0,5,23,0,0,14,0,0,0,0
